,ytid,Speech,Animal,Music,Vehicle
644,OLFbLkyvl28,0,0,0,1
645,gC9Ec6Ymmt8,0,1,0,0
646,6bHU8l1O5QU,0,0,1,0
647,exDjqFdqnAw,0,0,1,0
648,Q-oyfhVyJxs,0,0,1,0
649,LzblCfvc2Mw,0,0,1,0
650,m96Gj3-5NX0,0,0,1,0
651,H6G5doJRDi8,0,0,0,1
652,TrHHloKsXOA,1,0,0,0
653,jiOkn1ExjVM,0,0,1,0
654,BQW0MdCNKME,0,0,1,0
655,HBWJdOULDYM,0,0,1,0
656,rijPcM5eSus,1,0,0,0
657,BowW_i6ZhEo,0,0,1,0
658,6z0ekxqx70s,0,0,1,0
659,vTCu3ueyfS4,0,0,1,0
660,yVlXWjjBbhc,0,0,1,0
661,OBuCDbzK9K0,0,0,1,0
662,bNuhkv6rreI,0,0,1,0
663,y1eRS8GLllQ,1,0,0,0
664,_IdobJ2NofA,0,0,1,0
665,ihJkSiBIuhY,1,0,0,0
666,S3HhQpEcj2o,0,1,0,0
667,PvO2oVtxzV0,0,0,1,0
668,oyZwnjCjMOY,0,0,1,0
669,kZAijp8UkBA,0,0,1,0
670,HCB5zf4jkVM,1,0,0,0
671,__YURmCsr-k,0,0,1,0
672,LwDSkThGYug,1,0,0,0
673,sBYdTAe7DiI,0,0,1,0
674,bmDm0hI7ASY,0,0,1,0
675,r4isF_uH8ms,0,0,1,0
676,zfutJQGvpKk,0,0,1,0
677,0OaslQzFTEk,1,0,0,0
678,6xelUwifAJ8,0,0,1,0
679,VlgMuRY6sGY,0,0,0,1
680,CgliBpFt53w,0,0,1,0
681,V51j-nSq-1Q,0,0,1,0
682,DjBm6rnqPPk,0,0,1,0
683,W0tl1dddEFg,0,0,1,0
684,Zmjw8azHEM0,0,0,1,0
685,cuZAURBJD0g,0,0,1,0
686,xUNBVhJyM2U,1,0,0,0
687,ebIv4Sb1F60,0,0,1,0
688,JYy8dMxU2yM,0,0,1,0
689,Rr-ePx24fcU,1,0,0,0
690,x2LB-AhD4YI,0,0,1,0
691,xPwAC9HL-Lw,0,0,0,1
692,V7U0E0wp_zA,1,0,0,0
693,vFhtOJyCAts,1,0,0,0
694,rgx-kBamPGE,0,0,0,1
695,2QdjHA_Xqb4,1,0,0,0
696,-521PZc9xSk,0,0,1,0
697,4SYdN_qTb-Y,0,0,1,0
698,d1KyqjGcTWQ,1,0,0,0
699,LUlMdzEBXL8,0,0,0,1
700,gD_xZsrwGlk,0,0,1,0
701,A8buUd8KYkQ,0,0,1,0
702,SFOKMUP4LMw,0,0,1,0
703,LSy0nvBGzLA,1,0,0,0
704,4kxgz6vBTHU,1,0,0,0
705,4XOPK5wpGJM,1,0,0,0
706,aaA_LI0lZxg,1,0,0,0
707,z8915uzG1g4,0,0,1,0
708,dL4tKpCaZMM,1,0,0,0
709,utFw5hOGKQc,0,0,1,0
710,YQ114ZPGXIQ,0,0,1,0
711,JHz-zwTE_h0,0,0,1,0
712,us8Mb4b-M1U,0,0,1,0
713,zU2tDLNGcMs,0,0,1,0
714,Hp8zCXKRiwQ,0,0,1,0
715,FqQQ89YMW3M,0,0,1,0
716,jBY3a0HFj-c,0,0,1,0
717,JvdgP9IuhLA,0,0,1,0
718,JIKvCGeu7lc,1,0,0,0
719,FvaAh7-Jx4A,0,0,1,0
720,Ia2u_z4SAnQ,0,0,1,0
721,kMpSH31lRMo,0,0,1,0
722,5uWVkoGb0t8,0,0,1,0
723,qBtr6HgJzcs,1,0,0,0
724,p0pVwoSCIY0,0,0,1,0
725,67lrisJVDAI,1,0,0,0
726,EwgU5YVD8Vg,0,0,1,0
727,ZXCNX2IqMMA,0,0,1,0
728,SDHQC_R5LFM,0,0,1,0
729,Mh9WJzTQv-A,0,0,1,0
730,j9ESSTy4qGw,1,0,0,0
731,2G1VxNVSM_k,0,0,0,1
732,kSJ4mfB_j0w,0,0,1,0
733,S0-kYzoGy7I,0,0,1,0
734,99m9IyMeybg,0,0,1,0
735,4wIyDuk3Ze0,1,0,0,0
736,M_qYiutOKmI,0,0,1,0
737,fL-Z5HTyjZI,0,0,1,0
738,2251nmmLcTg,0,0,1,0
739,JDaSqP8UUx8,0,0,1,0
740,jhP0jH_cyFk,1,0,0,0
741,nrwk-muvvXY,0,0,1,0
742,6a3Srm8Fe3Q,1,0,0,0
743,P1HtfwK_gLw,1,0,0,0
744,doNJmsxQbks,0,0,1,0
745,SY8Yb44gJQQ,0,0,0,1
746,x6DtC2_qgkQ,0,0,1,0
747,LoRG5rAsUn8,0,0,1,0
748,JEwSwpnRvrk,1,0,0,0
749,NBKPufsBDEU,0,0,1,0
750,M2KCb-pa3ng,1,0,0,0
751,FaYIZTqFcK0,0,0,1,0
752,6Dg19CBLF70,0,0,1,0
753,C2UWD3pkBBM,1,0,0,0
754,Zn_SNrGBpQo,1,0,0,0
755,XEPINxsgufs,0,0,1,0
756,QGMMh6eSciY,0,0,1,0
757,4W6lG-EYkh8,1,0,0,0
758,c1h9XrY0730,0,0,1,0
759,SUEW1qzp2KU,0,0,1,0
760,7S0UhAHskgY,0,0,1,0
761,VCjAhsDgmhw,0,0,1,0
762,6vQl4d6oWJw,1,0,0,0
763,6kGIc-1SF_A,1,0,0,0
764,P8yPbaViOGo,1,0,0,0
765,-I8C3cRr5TY,0,0,1,0
766,W-kWA4E3jHQ,1,0,0,0
767,WwdFRSQQy28,0,0,1,0
768,isZIt2VyE5s,0,0,1,0
769,o5f13Veu8hw,0,0,1,0
770,iNZ0pDkHVFE,0,0,1,0
771,EKC1zcHAiv8,0,0,0,1
772,YgRDK1ocizg,0,0,1,0
773,tHYTFk2bSwQ,0,0,1,0
774,7L4d2qBJg3E,0,0,1,0
775,-oDrvr9BAUY,0,0,1,0
776,I07ld86SmZQ,1,0,0,0
777,7USPmR3lUnw,0,0,1,0
778,I-Rs746KXHk,0,0,1,0
779,s5TSpiNniuk,1,0,0,0
780,Ededdk8OPCI,0,0,1,0
781,3AFLfKL2vYs,0,0,1,0
782,hTcy0xSbnQw,0,0,1,0
783,ZRYmVjiOizI,0,0,1,0
784,ilM--OsCLQA,0,0,0,1
785,sga5io5MRY4,0,0,1,0
786,GeYE8keEiNI,0,0,1,0
787,7chPBNRwjg8,1,0,0,0
788,MP8v-dDNmCY,0,0,1,0
789,cjtKDTvCjco,0,0,1,0
790,J6HSaLmgvSw,0,1,0,0
791,r6ZIWbY1ZJQ,1,0,0,0
792,zzBhUHQ_IYg,0,0,1,0
793,yfLMSshPreY,0,0,1,0
794,y-tMwhUZ0fI,0,0,0,1
795,m8W7QtTwS8k,0,0,1,0
796,JpBQgK6wWKI,1,0,0,0
797,DnXyEZt3DDs,0,0,1,0
798,OTbkUq3zDAM,0,0,1,0
799,b3aJ4yswVvY,0,0,1,0
800,UoBhD6QOHSw,1,0,0,0
801,0M96HsMSyrA,1,0,0,0
802,GKufYARonk8,1,0,0,0
803,KA8X_3D6lhs,0,0,1,0
804,bAiJUosXqWE,0,0,1,0
805,ctIw0HHLNmE,0,0,1,0
806,3HCtXBpR_zo,0,0,1,0
807,TziJae__pRw,1,0,0,0
808,pxys4KCcZNw,1,0,0,0
809,GjVXveXlQu8,0,0,1,0
810,H0DlZJghufI,0,0,1,0
811,_QFieEuud5Y,0,0,1,0
812,aq2nwGN27e0,0,0,1,0
813,z25QESPVqbE,1,0,0,0
814,K0DzwP8GJvg,1,0,0,0
815,YYMC8YsqYhQ,0,0,1,0
816,FbLsXixBKmo,1,0,0,0
817,-YLBLJiuNRQ,0,0,1,0
818,TTB7qESCSi8,0,0,1,0
819,qHVlpR3NlfU,1,0,0,0
820,k7bEXPbsXpw,1,0,0,0
821,2_3gjrPQRlc,0,0,1,0
822,Zo90OqANYiw,1,0,0,0
823,bCWGeJ9QpXg,1,0,0,0
824,sep3TJ8yTEQ,0,0,1,0
825,-67JHmDTY4w,1,0,0,0
826,s18gKJrSf6Y,0,0,1,0
827,QHsaA-gie7k,0,0,1,0
828,V1zygcFpHfw,1,0,0,0
829,HiQr_WPr4CM,0,0,0,1
830,xqsTM043frg,0,0,1,0
831,864ALhX2uFk,1,0,0,0
832,WZtExA-OY24,0,0,1,0
833,qrApDGNU9pQ,0,0,1,0
834,mFBVULY71_U,0,0,1,0
835,M7rNTcI71U8,0,0,1,0
836,oC_M2pRA3hw,1,0,0,0
837,5d23TocKvxE,0,0,1,0
838,PiFrgCxLFII,1,0,0,0
839,u_xofyXBEQg,1,0,0,0
840,K7m_GTeUVMQ,1,0,0,0
841,V4GrmNYMpDc,0,0,1,0
842,D1YJA7IKOmY,0,0,1,0
843,47beAU1S2LE,0,0,1,0
844,rP0eNRniBfA,0,0,1,0
845,DwZeiajl6KM,0,0,1,0
846,IHtbonll0R8,1,0,0,0
847,fwbxdHDq_Q4,1,0,0,0
848,5iIHtDqYJ_s,0,0,1,0
849,aMOObhu2HBg,0,0,1,0
850,cxG81l_vFWM,1,0,0,0
851,bbpGCx6JDa8,0,0,1,0
852,C8Ryz65YpKI,0,0,1,0
853,98CLWoK03tw,0,0,1,0
854,o6CV28LTdJk,0,0,1,0
855,4GSQe3MKDlM,0,0,1,0
856,6_RwK6D8ygU,1,0,0,0
857,U92_ssDHqaU,0,0,1,0
858,YDYt8qmspC4,1,0,0,0
859,RV3V8iJ4y-c,0,0,1,0
860,vlfZdEb_sgg,0,0,1,0
861,Xu8AQfqWZyI,0,0,1,0
862,c_a6vh3NaHY,1,0,0,0
863,NwNGBEXEyqA,0,0,1,0
864,qcO18E5UtZw,0,1,0,0
865,Kv9PfETc0sA,1,0,0,0
866,yMxlVlfVFE8,0,0,1,0
867,MSf6LIuTzjI,0,0,1,0
868,J0lJCG0TO0A,0,0,1,0
869,QMEsgzSYGu0,1,0,0,0
870,BNS5ckpXH_E,0,0,1,0
871,g3MU-J2huuA,0,0,1,0
872,xBO44VaS01Y,0,0,1,0
873,Zu0kKfPeZ3s,0,0,1,0
874,XWirQPZ5cc4,1,0,0,0
875,2Y80QG-F7Fs,1,0,0,0
876,1sTTlAOIXW4,0,0,1,0
877,zdYlBdStd6Y,0,0,1,0
878,q020O5GlteI,0,0,1,0
879,tRGe4iH5K2A,1,0,0,0
880,Ali_6lfRhss,0,0,1,0
881,4IWgWzS3uDI,1,0,0,0
882,b9xIARbukNw,0,0,1,0
883,8l_8J3uzEuw,0,0,1,0
884,pp9am4nAJ0s,1,0,0,0
885,vOtozJOscl0,1,0,0,0
886,WDRNIPvjsAQ,1,0,0,0
887,9K2oFfZNI-0,1,0,0,0
888,j4xpi4u1FEw,0,0,1,0
889,k-jPeHImJHM,1,0,0,0
890,wz9ENNyFuQE,1,0,0,0
891,-eCi0saw_mI,0,0,1,0
892,CcmrSSJwERA,0,0,0,1
893,PH0RdAqdrvw,0,0,1,0
894,YMdg5mzsghE,0,0,1,0
895,nzRVOglUFM4,1,0,0,0
896,_Z8_mfSJ0Qo,0,0,0,1
897,sOKiigT5N9I,0,1,0,0
898,wpH32vt6NqA,0,0,1,0
899,y6_6qMKQvjk,0,0,1,0
900,v2rhSFs7ibE,1,0,0,0
901,DY9gwVvkE74,0,0,0,1
902,RDQnACaJM20,1,0,0,0
903,lZ4uhjl5mxM,0,0,1,0
904,fpDSROdoZlE,1,0,0,0
905,JO2eZJYDy1I,0,0,1,0
906,SH9KAtJWjWA,0,0,1,0
907,Xb9dNq2EGyU,0,0,1,0
908,WIII-qJlDds,0,0,1,0
909,q39Fn0bhDcE,1,0,0,0
910,cZPzhn1-aLg,0,0,1,0
911,czVFanUEGtg,0,0,1,0
912,XhSTe0ww958,0,0,0,1
913,5-bllrbu_Kw,1,0,0,0
914,tmPk8FWcnO0,1,0,0,0
915,WdAxVz9c_eQ,0,0,1,0
916,b6TIOnfBAFw,1,0,0,0
917,diRmXjXW9T8,1,0,0,0
918,kvK1AjXM97U,0,0,1,0
919,bn0Ji9Yurc4,0,0,1,0
920,4L6Tb95bwq4,1,0,0,0
921,Nb8nGxlIwpw,0,0,1,0
922,1AkYKUf3MZM,1,0,0,0
923,HJvN69-bIFo,0,0,1,0
924,1ly4hpwVMeQ,1,0,0,0
925,MtnpFApn4Xc,0,0,0,1
926,Sy5tgL-BOt8,0,0,1,0
927,deUfubN3IIY,1,0,0,0
928,wOsRZRe3igQ,0,0,1,0
929,dJL1PSEEPTE,1,0,0,0
930,h2RfV1ermSQ,0,0,0,1
931,yW9G0mwi1Ak,0,0,0,1
932,xeegBFL1mSA,1,0,0,0
933,m556IbPPNwA,0,0,1,0
934,jojlUCqEP3Y,0,0,1,0
935,fswQedDWpRU,0,0,1,0
936,GBRv3vhBnxw,0,0,1,0
937,PMruFS0Bz9I,1,0,0,0
938,JuVo8FqNIiI,0,0,1,0
939,g5DsvyT6qIg,0,0,1,0
940,Yf5I8eODTk0,1,0,0,0
941,w7MXb3wLG7o,0,0,1,0
942,WlP7-RvSmGE,1,0,0,0
943,7DYI0XeIjGU,0,0,1,0
944,quu8uyfbyic,0,0,1,0
945,M-sZj0Ow5yA,0,0,1,0
946,i3IW7Kou1So,0,0,1,0
947,7P0AWNMfTu4,0,0,1,0
948,zw-KiwYc8XQ,0,0,1,0
949,kqx73UahAFI,1,0,0,0
950,nsSgcwZcHGs,0,0,1,0
951,yhCwVzf60yU,0,0,0,1
952,K-Mso5JUc4k,1,0,0,0
953,J11vvyk5fUQ,0,0,1,0
954,IOttP0GEuX8,0,0,1,0
955,yYcNnoTH-ds,1,0,0,0
956,R30mut40Qvc,0,0,0,1
957,dmvY4IgUB24,0,1,0,0
958,ghLQx6CayFg,1,0,0,0
959,OmKH8NQoVDU,1,0,0,0
960,7TmheS2UNRs,0,0,1,0
961,QP4kjDkM1gs,0,0,1,1
962,Rw-_yWaRoBU,0,0,1,0
963,FeTmv5rgPEk,0,0,1,0
964,TCzR75-8LYY,0,0,1,0
965,0T-YYkOHL78,0,0,1,0
966,-F14uuePLxU,1,0,0,0
967,cI7CzIQLZhI,0,1,0,0
968,H5HiGV5rWVA,1,0,0,0
969,4s95ysbvT2k,0,0,1,0
970,iANHum_BT_w,1,0,0,0
971,1Fo2SQs3M5I,0,0,0,1
972,glyS0zPNokk,0,0,1,0
973,AbA9ruPGiVY,1,0,0,0
974,fewUw-k35bs,1,0,0,0
975,-mlOVMeZ8Es,0,0,1,0
976,CUF18vLSlNI,0,1,0,0
977,YvFTQhtDioE,0,0,0,1
978,QnkU392Zx1c,1,0,0,0
979,dvi9lN8TkTU,1,0,0,0
980,NUoBrwBckBw,1,0,0,0
981,1wkCt5o_ZbU,0,0,1,0
982,jVI6ZCqBnX8,1,0,0,0
983,1zfYFJVdL6U,0,0,1,0
984,IY6RSr0k2ww,0,0,1,0
985,W8InCLSQyAo,0,0,1,0
986,w14k87MHlvs,0,0,1,0
987,cNhegACbqVU,0,0,1,0
988,pjDq0384WZ8,1,0,0,0
989,l-LpnaMt-ck,0,0,1,0
990,wCqPcQongss,1,0,0,0
991,dldvSW1IzaQ,0,0,0,1
992,pMKn5rmbMCw,0,0,1,0
993,hv3Wkqi_0VY,0,0,1,0
994,YZgk3VVuPIw,1,0,0,0
995,oJ4ZECRySmc,0,0,0,1
996,xuDdfts7-qc,0,0,0,1
997,y4DH9d_M4Vc,0,0,1,0
998,Nr7_K4AUVDM,1,0,0,0
999,31JaEyTyZ5Q,1,0,0,0
1000,eiz6YW4l5qU,0,0,1,0
1001,oMU9fzxoNJg,1,0,0,0
1002,AkOnJEbUUl8,1,0,0,0
1003,EagLRiqA7kI,0,0,1,0
1004,Ho8TxAjOoto,1,0,0,0
1005,RyV-0aISqRQ,1,0,0,0
1006,aN_VJ7_Y9X8,1,0,0,0
1007,RZOz63WwVdk,0,0,1,0
1008,1dfDC3dhunw,1,0,0,0
1009,0ZH8RJDr6pg,1,0,0,0
1010,K6DpQDtcZdk,0,0,0,1
1011,avdBR5BA_mY,0,0,1,0
1012,LT1W5brJxNA,0,0,1,0
1013,1R-58nNTdRc,1,0,0,0
1014,lBK8DOtgvI0,0,0,1,0
1015,8UHWQrAZto0,0,0,1,0
1016,JmDfs730wdc,1,0,0,0
1017,vyohONLau9o,0,0,1,0
1018,KKsOocr1954,0,0,1,0
1019,ymZbYwnWQrc,0,0,0,1
1020,9uyrH_EH878,1,0,0,0
1021,ckE9lJrfOYo,1,0,0,0
1022,VIkXhl4I_dY,1,0,0,0
1023,-hLPWHnnuYk,0,0,1,0
1024,wf-n7I22O2I,1,0,0,0
1025,K_APlFb040Q,1,0,0,0
1026,TbCcSJDIuQk,0,0,0,1
1027,i9aK24rZg5Y,0,0,1,0
1028,HsZJu8laU5o,1,0,0,0
1029,OJRFhCOFZLg,0,0,1,0
1030,KLA7sNntNMo,0,0,1,0
1031,MctOMrkU2_Q,1,0,0,0
1032,TmYIwaKisdo,1,0,0,0
1033,pQAOjy1Dgwg,0,0,1,0
1034,Cv1tUyF9UP0,1,0,0,0
1035,vmo7rRMV8YQ,0,0,1,0
1036,oT6Q1xYkGrU,0,0,1,0
1037,_HB9yGPslZc,1,0,0,0
1038,cYbjymWysbU,1,0,0,0
1039,U3TszHmRXwQ,1,0,0,0
1040,T5a2H8Dg76Q,0,0,1,0
1041,oKJK69h5xnQ,0,0,1,0
1042,9MybzorUHX0,0,0,1,0
1043,OOgNXlh8x4U,1,0,0,0
1044,aG40Cmxn02M,1,0,0,0
1045,mqkF7UJCRSE,1,0,0,0
1046,VU3p_iomKjo,0,0,1,0
1047,mAEXfqU_SOE,0,0,1,0
1048,el9uuQMtj3E,0,0,1,0
1049,RK1r1oXafwA,0,0,1,0
1050,u8jWHdeA2bU,0,0,1,0
1051,f3UdIPPAfcA,0,0,1,0
1052,rONvxf9xNBA,0,0,1,0
1053,MISoy2mb6PI,0,0,1,0
1054,An_PnDgp9gg,0,0,1,0
1055,C7KGNe_gbto,0,0,1,0
1056,VuMm53dSF78,1,0,0,0
1057,gjH9aRUpnhg,0,0,1,0
1058,X7A7iiVazko,1,0,0,0
1059,IpX-6DeGU-4,0,0,1,0
1060,BKo7-zEW8pU,0,0,1,0
1061,E6Gg7r82vrk,0,0,1,0
1062,EM985ZFUbWo,0,0,1,0
1063,nGenFr0KRVg,1,0,0,0
1064,NRjdOnZxALA,0,0,1,0
1065,EVtOE_-crYQ,0,0,1,0
1066,ljxMnCxlCcU,1,0,0,0
1067,QL6xtPulTHg,0,0,1,0
1068,Z_uvvoVdusI,0,0,1,0
1069,lDOd21PXCfM,0,0,1,0
1070,Pxz2Os_sa-g,0,0,1,0
1071,g7TxdMaPXhI,1,0,0,0
1072,We1piBRMeNQ,0,0,1,0
1073,Zh6MEbac6wo,0,0,1,0
1074,Vv-2y2I6V0g,0,0,1,0
1075,P2_TmzRmG-Y,0,0,1,0
1076,eD5ogfTcgFU,0,0,1,0
1077,KW6jKqdYET4,1,0,0,0
1078,TY4QGdvaucg,0,0,0,1
1079,4VzCYp_GbAg,0,0,1,0
1080,a-I7SanHAnQ,0,1,0,0
1081,CFrOniN408s,1,0,0,0
1082,MoowTozymFk,0,0,1,0
1083,SeXuVBBV9wk,0,0,1,0
1084,KYt1pt_Sg7U,1,0,0,0
1085,QiQFkOI-5o4,1,0,0,0
1086,RYvL2D-DBL0,0,0,1,0
1087,DDjViCULJn4,0,0,1,0
1088,icXIiZHCUDY,1,0,0,0
1089,oEBdqFDfh4g,0,0,1,0
1090,YHli9phGX1E,1,0,0,0
1091,CJPZfcXbt8A,0,0,0,1
1092,y9eo3IvCYJM,0,0,1,0
1093,ipZHmxxTeUc,1,0,0,0
1094,QbTZXEws0dY,0,0,1,0
1095,ub6I7TL2qUc,0,0,0,1
1096,wtctanPXKWM,0,0,1,0
1097,0JG6fIQZ6Z8,0,0,1,0
1098,gAJustW11I4,1,0,0,0
1099,PpHYknXbjnk,0,0,1,0
1100,5KfKwpOFpzE,0,0,1,0
1101,1yUiUz7YB5Y,0,0,1,0
1102,v6-abiiHgQs,0,0,1,0
1103,Tg4GEwI3hA0,1,0,0,0
1104,WbYULrHFw2c,0,0,1,0
1105,Kc8Bbd1Zcmw,1,0,0,0
1106,rbymlMBKMkk,1,0,0,0
1107,x3mSdcaeAuQ,0,0,1,0
1108,3p3ZR9bafbI,1,0,0,0
1109,wvsy-vnjz9s,0,0,1,0
1110,GgSiRTX9Gfk,0,0,1,0
1111,NqCsqSqr1Jg,0,0,1,0
1112,O4Asu-aaZxo,0,0,1,0
1113,Er-6vBKQ_k0,0,0,1,0
1114,9XKR4lbxmSw,1,0,0,0
1115,8dyyfd_IAbM,1,0,0,0
1116,gcLQ8oRyfGQ,0,0,1,0
1117,BMBaWiiGxOk,0,0,1,0
1118,bV44N5iXB9o,0,0,1,0
1119,59K3zuSiu_M,1,0,0,0
1120,dhRM-EVuW7A,0,0,1,0
1121,oD0-FpcUPwY,0,0,1,0
1122,iQj5lvVTVPY,1,0,0,0
1123,6-e6Bh4xD98,1,0,0,0
1124,qqnjXmcyNrQ,0,0,1,0
1125,fRsl5Fp6GVk,0,0,1,0
1126,U1O6op87HIE,0,0,1,0
1127,8iRjiknl-JU,1,0,0,0
1128,3P1lx7ayec0,0,0,1,0
1129,T1jHfRDZ1-k,1,0,0,0
1130,c-1WkpTb6T0,0,0,1,0
1131,9Jen-1ofuU4,0,0,1,0
1132,kH4RFIX237s,0,0,1,0
1133,Ne14PnUdK5Y,0,0,1,0
1134,mzQdkvOAwj0,0,0,0,1
1135,iYirPs76TVY,0,0,1,0
1136,LQD37U6QiiY,0,0,1,0
1137,3qHkvgV5Epg,0,0,0,1
1138,1guep_O0cHA,0,0,1,0
1139,Y0_zjWoEKlo,0,0,0,1
1140,S-C-xkHcVFE,1,0,0,0
1141,evu3ThMvQQU,1,0,0,0
1142,4n6pa7f_T7M,0,0,1,0
1143,8GQHE3I4bHk,0,0,0,1
1144,4ceEVciVeBg,0,0,1,0
1145,zHBVWW1T4G0,0,0,1,0
1146,NV6xU3YF-LQ,0,0,1,0
1147,BqKa8FWc1hs,0,0,1,0
1148,xsTJtkaAeRE,0,0,1,0
1149,Jbqfoya6xYA,0,0,1,0
1150,758BN0ziBHA,1,0,0,0
1151,c3xYZzF48zs,0,0,1,0
1152,Kh1Rye0MuoY,1,0,0,0
1153,D_ZSrrNQb14,0,0,1,0
1154,ZVTG3F1DMfA,0,0,1,0
1155,QrkJZuelkig,1,0,0,0
1156,jXnb0oOSFNA,1,0,0,0
1157,QOwifLPVIuU,0,0,0,1
1158,YlFcJ6Dox4w,1,0,0,0
1159,-OJHNwAFM-o,0,0,1,0
1160,VA9MNjAlbWs,0,0,0,1
1161,Lx359f5SES8,0,0,1,0
1162,MMSyFcP1h60,0,0,1,0
1163,8rW_wxHu2WQ,0,0,0,1
1164,NlVLkqBvzX0,1,0,0,0
1165,ATLktaH7GX0,0,0,1,0
1166,ks0mA-9h-qo,1,0,0,0
1167,mpXFm0GudAs,1,0,0,0
1168,YGRBXMmh7Us,0,0,1,0
1169,NcDp-VExsjs,0,0,1,0
1170,iU1Ja0_3H38,0,0,1,0
1171,LhD_ty7i8qU,1,0,0,0
1172,hLZuWAcjNa8,0,0,1,0
1173,eUzdjl65Uns,0,0,0,1
1174,5x3kfkoKFa4,0,0,1,0
1175,pIVMgnRBBoo,0,0,1,0
1176,9D-P6KoGXT0,0,0,1,0
1177,APVlKqSFO-s,1,0,0,0
1178,9ctPu1JzAQQ,1,0,0,0
1179,KTnw3XyXla8,0,0,1,0
1180,mHD-N94iw6E,0,0,1,0
1181,ru2gTbrlyBs,0,0,1,0
1182,vqikL6LDghI,0,0,1,0
1183,lpbSue9eQq0,1,0,0,0
1184,KJJW4QxRUZY,1,0,0,0
1185,27M6RPjNdzM,0,0,0,1
1186,Gs_3puQLX-k,0,0,1,0
1187,TRCI2AEyAlM,1,0,0,0
1188,N5nLiEX1eCg,0,0,1,0
1189,x0LQPTWDyPY,1,0,0,0
1190,0elBeq_1fbI,0,0,1,0
1191,t4ini6rMIOQ,0,0,0,1
1192,-MiyVSn5Sss,1,0,0,0
1193,nXttGJ12_R8,0,0,1,0
1194,2XsY-w4Y9yE,1,0,0,0
1195,nahsebUyZ_U,1,0,0,0
1196,9BaUjMJUlSU,0,0,1,0
1197,R7J94Z-DQII,0,0,1,0
1198,XyOJ5h6vB8c,0,0,1,0
1199,Of9ecefGr-U,1,0,0,0
1200,43Z1polhhvc,1,0,0,0
1201,pOPl-ogvLNc,1,0,0,0
1202,gEqTbINyMEs,1,0,0,0
1203,VohcWVSQmr4,1,0,0,0
1204,tsDNjzqmqIA,1,0,0,0
1205,oBykxSjnZxc,0,0,0,1
1206,I6MyIm5btGM,0,0,1,0
1207,Cr6qhLUqO9g,1,0,0,0
1208,HmZdizFLZ0s,0,0,1,0
1209,q8G9jx3wz-s,1,0,0,0
1210,42-Kgbu0Tfw,0,0,1,0
1211,3XBbTfWia-U,0,0,1,0
1212,EESIBa102-M,0,0,0,1
1213,VssraTprVow,0,0,1,0
1214,oASQ9y5vTIk,0,0,1,0
1215,9HAoCtzavbc,0,0,1,0
1216,ANc4KSRGhkA,0,0,0,1
1217,ogtGyhvKKjI,1,0,0,0
1218,VMoNHPaD1xY,1,0,0,0
1219,leHbySWHees,1,0,0,0
1220,5Vh5CsSlq4s,0,0,1,0
1221,to5kluLGWcI,0,0,1,0
1222,jj4G3VMx9gk,1,0,0,0
1223,LXxpquW0qsU,1,0,0,0
1224,tiNPF-O9vok,1,0,0,0
1225,EhK_BvH3FsU,1,0,0,0
1226,y7d0GpjvnsU,0,0,1,0
1227,hrFbz2Oy6LQ,1,0,0,0
1228,ktVvPVmlI4k,1,0,0,0
1229,nJCSjhUjm3g,0,0,1,0
1230,GmdRGyZqVsQ,1,0,0,0
1231,wabTtjiRy1E,0,0,1,0
1232,ExcFmk-Q3H0,0,0,1,0
1233,I9Tr_hCYFYg,1,0,0,0
1234,eYA7pgcVW5I,1,0,0,0
1235,GaBbjBBamjQ,0,0,1,0
1236,vanW0bhRSXs,1,0,0,0
1237,Bs4v2Ta9kYk,0,0,0,1
1238,BTFMl-OO9fc,1,0,0,0
1239,yo9FJqc2RCQ,0,0,1,0
1240,p-djnorxkJw,1,0,0,0
1241,ZJ8R6uDFJPg,1,0,0,0
1242,cM6jW-vdP2M,0,0,1,0
1243,uKRWN5-OhLI,0,0,1,0
1244,Y-EtM7UvtPk,1,0,0,0
1245,ZNxt_vdj5c8,0,0,0,1
1246,a8UTB9izBOs,1,0,0,0
1247,FEmUIQas7ck,1,0,0,0
1248,3wBZh0zQi-c,1,0,0,0
1249,MDWukU6HSiw,0,0,1,0
1250,VfusU-xqU3A,0,0,1,0
1251,v1Xou2N7eDQ,1,0,0,0
1252,HWaekMdpDDE,0,0,1,0
1253,SmBSERH8ri8,0,0,1,0
1254,EQiskgs3EU4,0,0,0,1
1255,n3OK93GaKzU,0,0,1,0
1256,Tx4a1KHnLAk,0,0,1,0
1257,SCQRRLqMjyA,0,0,1,0
1258,7EDfYmkTi34,1,0,0,0
1259,TIdhGqsHp_A,0,0,1,0
1260,h8qCm4a9hwI,0,0,1,0
1261,rtRmlCWqtPY,1,0,0,0
1262,VkFBUk0fZyw,0,0,1,0
1263,ONLxs-iWJdU,0,0,1,0
1264,K3d_Jq9Vlv4,0,0,0,1
1265,sFalgmpHaOs,0,0,1,0
1266,MZFFjIZlMKw,0,0,1,0
1267,nKyWjfijrOg,1,0,0,0
1268,l6VmY41KYck,1,0,0,0
1269,XL2LJaXZdg0,0,0,1,0
1270,vQngUX6ZOSE,0,0,0,1
1271,yAPf5Kb79MY,0,0,1,0
1272,j-itNoWkf_o,0,0,1,0
1273,iS_GgnwXpYs,1,0,0,0
1274,Ugx7l5hyq_0,1,0,0,0
1275,Vxfo-723Yz8,0,0,1,0
